timestamp, name, pci.bus_id, driver_version, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB]
2023/12/12 08:49:53.543, NVIDIA A40, 00000000:01:00.0, 545.23.08, 29, 5 %, 1 %, 46068 MiB, 45082 MiB
2023/12/12 08:49:53.563, NVIDIA A40, 00000000:23:00.0, 545.23.08, 38, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:49:53.565, NVIDIA A40, 00000000:41:00.0, 545.23.08, 37, 4 %, 1 %, 46068 MiB, 35101 MiB
2023/12/12 08:49:53.566, NVIDIA A40, 00000000:61:00.0, 545.23.08, 27, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:49:53.568, NVIDIA A40, 00000000:81:00.0, 545.23.08, 38, 34 %, 24 %, 46068 MiB, 35169 MiB
2023/12/12 08:49:53.569, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:49:53.571, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:49:53.573, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 66, 100 %, 51 %, 46068 MiB, 8934 MiB
2023/12/12 08:50:53.575, NVIDIA A40, 00000000:01:00.0, 545.23.08, 28, 0 %, 0 %, 46068 MiB, 45082 MiB
2023/12/12 08:50:53.577, NVIDIA A40, 00000000:23:00.0, 545.23.08, 29, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:50:53.578, NVIDIA A40, 00000000:41:00.0, 545.23.08, 37, 10 %, 5 %, 46068 MiB, 35101 MiB
2023/12/12 08:50:53.578, NVIDIA A40, 00000000:61:00.0, 545.23.08, 31, 0 %, 0 %, 46068 MiB, 8773 MiB
2023/12/12 08:50:53.579, NVIDIA A40, 00000000:81:00.0, 545.23.08, 38, 10 %, 5 %, 46068 MiB, 35169 MiB
2023/12/12 08:50:53.579, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:50:53.583, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:50:53.584, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 65, 100 %, 59 %, 46068 MiB, 8934 MiB
2023/12/12 08:51:53.585, NVIDIA A40, 00000000:01:00.0, 545.23.08, 28, 0 %, 0 %, 46068 MiB, 45082 MiB
2023/12/12 08:51:53.587, NVIDIA A40, 00000000:23:00.0, 545.23.08, 27, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:51:53.588, NVIDIA A40, 00000000:41:00.0, 545.23.08, 37, 0 %, 0 %, 46068 MiB, 35101 MiB
2023/12/12 08:51:53.588, NVIDIA A40, 00000000:61:00.0, 545.23.08, 36, 0 %, 0 %, 46068 MiB, 8765 MiB
2023/12/12 08:51:53.589, NVIDIA A40, 00000000:81:00.0, 545.23.08, 37, 7 %, 3 %, 46068 MiB, 35169 MiB
2023/12/12 08:51:53.589, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:51:53.590, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:51:53.590, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 66, 100 %, 41 %, 46068 MiB, 8934 MiB
2023/12/12 08:52:53.592, NVIDIA A40, 00000000:01:00.0, 545.23.08, 30, 11 %, 0 %, 46068 MiB, 45089 MiB
2023/12/12 08:52:53.592, NVIDIA A40, 00000000:23:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:52:53.593, NVIDIA A40, 00000000:41:00.0, 545.23.08, 38, 10 %, 7 %, 46068 MiB, 35101 MiB
2023/12/12 08:52:53.593, NVIDIA A40, 00000000:61:00.0, 545.23.08, 57, 90 %, 64 %, 46068 MiB, 8757 MiB
2023/12/12 08:52:53.594, NVIDIA A40, 00000000:81:00.0, 545.23.08, 37, 2 %, 1 %, 46068 MiB, 35169 MiB
2023/12/12 08:52:53.595, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:52:53.595, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:52:53.596, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 66, 100 %, 38 %, 46068 MiB, 8934 MiB
2023/12/12 08:53:53.601, NVIDIA A40, 00000000:01:00.0, 545.23.08, 31, 1 %, 0 %, 46068 MiB, 45080 MiB
2023/12/12 08:53:53.602, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:53:53.602, NVIDIA A40, 00000000:41:00.0, 545.23.08, 38, 24 %, 17 %, 46068 MiB, 35101 MiB
2023/12/12 08:53:53.603, NVIDIA A40, 00000000:61:00.0, 545.23.08, 62, 89 %, 62 %, 46068 MiB, 8757 MiB
2023/12/12 08:53:53.603, NVIDIA A40, 00000000:81:00.0, 545.23.08, 38, 42 %, 30 %, 46068 MiB, 35169 MiB
2023/12/12 08:53:53.603, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 27, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:53:53.604, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:53:53.605, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 65, 99 %, 55 %, 46068 MiB, 8934 MiB
2023/12/12 08:54:53.606, NVIDIA A40, 00000000:01:00.0, 545.23.08, 29, 39 %, 11 %, 46068 MiB, 45080 MiB
2023/12/12 08:54:53.608, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:54:53.608, NVIDIA A40, 00000000:41:00.0, 545.23.08, 40, 2 %, 1 %, 46068 MiB, 35101 MiB
2023/12/12 08:54:53.609, NVIDIA A40, 00000000:61:00.0, 545.23.08, 64, 100 %, 64 %, 46068 MiB, 8757 MiB
2023/12/12 08:54:53.610, NVIDIA A40, 00000000:81:00.0, 545.23.08, 41, 1 %, 1 %, 46068 MiB, 35169 MiB
2023/12/12 08:54:53.610, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 27, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:54:53.611, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:54:53.611, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 65, 97 %, 43 %, 46068 MiB, 8934 MiB
2023/12/12 08:55:53.612, NVIDIA A40, 00000000:01:00.0, 545.23.08, 28, 0 %, 0 %, 46068 MiB, 45080 MiB
2023/12/12 08:55:53.613, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:55:53.614, NVIDIA A40, 00000000:41:00.0, 545.23.08, 39, 21 %, 14 %, 46068 MiB, 35101 MiB
2023/12/12 08:55:53.614, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 87 %, 52 %, 46068 MiB, 8757 MiB
2023/12/12 08:55:53.615, NVIDIA A40, 00000000:81:00.0, 545.23.08, 41, 0 %, 0 %, 46068 MiB, 35169 MiB
2023/12/12 08:55:53.616, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 27, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:55:53.616, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:55:53.617, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 66, 100 %, 42 %, 46068 MiB, 8934 MiB
2023/12/12 08:56:53.618, NVIDIA A40, 00000000:01:00.0, 545.23.08, 30, 0 %, 0 %, 46068 MiB, 45074 MiB
2023/12/12 08:56:53.619, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:56:53.619, NVIDIA A40, 00000000:41:00.0, 545.23.08, 38, 0 %, 0 %, 46068 MiB, 35101 MiB
2023/12/12 08:56:53.620, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 91 %, 65 %, 46068 MiB, 8757 MiB
2023/12/12 08:56:53.620, NVIDIA A40, 00000000:81:00.0, 545.23.08, 37, 0 %, 0 %, 46068 MiB, 35169 MiB
2023/12/12 08:56:53.621, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:56:53.622, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:56:53.622, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 65, 100 %, 47 %, 46068 MiB, 8934 MiB
2023/12/12 08:57:53.623, NVIDIA A40, 00000000:01:00.0, 545.23.08, 31, 1 %, 0 %, 46068 MiB, 45096 MiB
2023/12/12 08:57:53.623, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:57:53.624, NVIDIA A40, 00000000:41:00.0, 545.23.08, 37, 0 %, 0 %, 46068 MiB, 35101 MiB
2023/12/12 08:57:53.624, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 90 %, 62 %, 46068 MiB, 8757 MiB
2023/12/12 08:57:53.625, NVIDIA A40, 00000000:81:00.0, 545.23.08, 37, 0 %, 0 %, 46068 MiB, 35169 MiB
2023/12/12 08:57:53.626, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:57:53.626, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:57:53.627, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 65, 100 %, 56 %, 46068 MiB, 8934 MiB
2023/12/12 08:58:53.628, NVIDIA A40, 00000000:01:00.0, 545.23.08, 28, 2 %, 1 %, 46068 MiB, 45086 MiB
2023/12/12 08:58:53.629, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:58:53.630, NVIDIA A40, 00000000:41:00.0, 545.23.08, 40, 4 %, 1 %, 46068 MiB, 35101 MiB
2023/12/12 08:58:53.631, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 100 %, 91 %, 46068 MiB, 8757 MiB
2023/12/12 08:58:53.632, NVIDIA A40, 00000000:81:00.0, 545.23.08, 36, 0 %, 0 %, 46068 MiB, 35169 MiB
2023/12/12 08:58:53.633, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:58:53.633, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:58:53.634, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 65, 99 %, 61 %, 46068 MiB, 8934 MiB
2023/12/12 08:59:53.635, NVIDIA A40, 00000000:01:00.0, 545.23.08, 28, 0 %, 0 %, 46068 MiB, 45086 MiB
2023/12/12 08:59:53.636, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:59:53.637, NVIDIA A40, 00000000:41:00.0, 545.23.08, 38, 31 %, 22 %, 46068 MiB, 35101 MiB
2023/12/12 08:59:53.637, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 89 %, 54 %, 46068 MiB, 8757 MiB
2023/12/12 08:59:53.638, NVIDIA A40, 00000000:81:00.0, 545.23.08, 37, 38 %, 26 %, 46068 MiB, 35169 MiB
2023/12/12 08:59:53.638, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:59:53.639, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 08:59:53.639, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 63, 99 %, 38 %, 46068 MiB, 8934 MiB
2023/12/12 09:00:53.641, NVIDIA A40, 00000000:01:00.0, 545.23.08, 30, 5 %, 0 %, 46068 MiB, 45105 MiB
2023/12/12 09:00:53.641, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:00:53.642, NVIDIA A40, 00000000:41:00.0, 545.23.08, 38, 0 %, 0 %, 46068 MiB, 35101 MiB
2023/12/12 09:00:53.642, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 92 %, 81 %, 46068 MiB, 8757 MiB
2023/12/12 09:00:53.643, NVIDIA A40, 00000000:81:00.0, 545.23.08, 38, 3 %, 1 %, 46068 MiB, 35169 MiB
2023/12/12 09:00:53.644, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 27, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:00:53.645, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:00:53.646, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 65, 100 %, 55 %, 46068 MiB, 8296 MiB
2023/12/12 09:01:53.647, NVIDIA A40, 00000000:01:00.0, 545.23.08, 28, 0 %, 0 %, 46068 MiB, 45105 MiB
2023/12/12 09:01:53.650, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:01:53.651, NVIDIA A40, 00000000:41:00.0, 545.23.08, 38, 17 %, 12 %, 46068 MiB, 35101 MiB
2023/12/12 09:01:53.651, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 100 %, 90 %, 46068 MiB, 8757 MiB
2023/12/12 09:01:53.652, NVIDIA A40, 00000000:81:00.0, 545.23.08, 38, 12 %, 7 %, 46068 MiB, 35169 MiB
2023/12/12 09:01:53.652, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 27, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:01:53.654, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:01:53.654, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 63, 100 %, 73 %, 46068 MiB, 8296 MiB
2023/12/12 09:02:53.655, NVIDIA A40, 00000000:01:00.0, 545.23.08, 28, 0 %, 0 %, 46068 MiB, 45110 MiB
2023/12/12 09:02:53.658, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:02:53.660, NVIDIA A40, 00000000:41:00.0, 545.23.08, 38, 0 %, 0 %, 46068 MiB, 35101 MiB
2023/12/12 09:02:53.661, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 100 %, 82 %, 46068 MiB, 8757 MiB
2023/12/12 09:02:53.661, NVIDIA A40, 00000000:81:00.0, 545.23.08, 37, 0 %, 0 %, 46068 MiB, 35169 MiB
2023/12/12 09:02:53.662, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 27, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:02:53.662, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:02:53.663, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 65, 100 %, 46 %, 46068 MiB, 8296 MiB
2023/12/12 09:03:53.664, NVIDIA A40, 00000000:01:00.0, 545.23.08, 28, 0 %, 0 %, 46068 MiB, 45110 MiB
2023/12/12 09:03:53.666, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:03:53.667, NVIDIA A40, 00000000:41:00.0, 545.23.08, 40, 4 %, 2 %, 46068 MiB, 35101 MiB
2023/12/12 09:03:53.667, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 88 %, 65 %, 46068 MiB, 8757 MiB
2023/12/12 09:03:53.668, NVIDIA A40, 00000000:81:00.0, 545.23.08, 38, 0 %, 0 %, 46068 MiB, 35169 MiB
2023/12/12 09:03:53.668, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:03:53.669, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:03:53.670, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 65, 100 %, 46 %, 46068 MiB, 8296 MiB
2023/12/12 09:04:53.670, NVIDIA A40, 00000000:01:00.0, 545.23.08, 28, 0 %, 0 %, 46068 MiB, 45110 MiB
2023/12/12 09:04:53.672, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:04:53.672, NVIDIA A40, 00000000:41:00.0, 545.23.08, 39, 35 %, 25 %, 46068 MiB, 35101 MiB
2023/12/12 09:04:53.673, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 89 %, 68 %, 46068 MiB, 8757 MiB
2023/12/12 09:04:53.673, NVIDIA A40, 00000000:81:00.0, 545.23.08, 36, 0 %, 0 %, 46068 MiB, 35169 MiB
2023/12/12 09:04:53.674, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:04:53.674, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:04:53.675, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 65, 98 %, 51 %, 46068 MiB, 8296 MiB
2023/12/12 09:05:53.676, NVIDIA A40, 00000000:01:00.0, 545.23.08, 29, 5 %, 2 %, 46068 MiB, 45094 MiB
2023/12/12 09:05:53.681, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:05:53.681, NVIDIA A40, 00000000:41:00.0, 545.23.08, 40, 7 %, 4 %, 46068 MiB, 35101 MiB
2023/12/12 09:05:53.682, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 100 %, 66 %, 46068 MiB, 8757 MiB
2023/12/12 09:05:53.690, NVIDIA A40, 00000000:81:00.0, 545.23.08, 34, 0 %, 0 %, 46068 MiB, 35169 MiB
2023/12/12 09:05:53.690, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:05:53.691, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:05:53.691, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 64, 99 %, 53 %, 46068 MiB, 8296 MiB
2023/12/12 09:06:53.693, NVIDIA A40, 00000000:01:00.0, 545.23.08, 30, 0 %, 0 %, 46068 MiB, 45079 MiB
2023/12/12 09:06:53.693, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:06:53.694, NVIDIA A40, 00000000:41:00.0, 545.23.08, 38, 18 %, 12 %, 46068 MiB, 35101 MiB
2023/12/12 09:06:53.694, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 73 %, 54 %, 46068 MiB, 8757 MiB
2023/12/12 09:06:53.695, NVIDIA A40, 00000000:81:00.0, 545.23.08, 35, 10 %, 5 %, 46068 MiB, 35169 MiB
2023/12/12 09:06:53.695, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:06:53.696, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:06:53.697, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 63, 99 %, 48 %, 46068 MiB, 8294 MiB
2023/12/12 09:07:53.697, NVIDIA A40, 00000000:01:00.0, 545.23.08, 31, 2 %, 0 %, 46068 MiB, 45082 MiB
2023/12/12 09:07:53.698, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:07:53.699, NVIDIA A40, 00000000:41:00.0, 545.23.08, 38, 0 %, 0 %, 46068 MiB, 35101 MiB
2023/12/12 09:07:53.699, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 100 %, 86 %, 46068 MiB, 8757 MiB
2023/12/12 09:07:53.700, NVIDIA A40, 00000000:81:00.0, 545.23.08, 38, 10 %, 5 %, 46068 MiB, 35169 MiB
2023/12/12 09:07:53.700, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:07:53.701, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:07:53.703, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 65, 100 %, 34 %, 46068 MiB, 8294 MiB
2023/12/12 09:08:53.704, NVIDIA A40, 00000000:01:00.0, 545.23.08, 29, 0 %, 0 %, 46068 MiB, 45083 MiB
2023/12/12 09:08:53.706, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:08:53.707, NVIDIA A40, 00000000:41:00.0, 545.23.08, 38, 18 %, 11 %, 46068 MiB, 35101 MiB
2023/12/12 09:08:53.707, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 89 %, 59 %, 46068 MiB, 8757 MiB
2023/12/12 09:08:53.708, NVIDIA A40, 00000000:81:00.0, 545.23.08, 38, 0 %, 0 %, 46068 MiB, 35169 MiB
2023/12/12 09:08:53.708, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 27, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:08:53.709, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:08:53.710, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 65, 96 %, 37 %, 46068 MiB, 8294 MiB
2023/12/12 09:09:53.711, NVIDIA A40, 00000000:01:00.0, 545.23.08, 30, 0 %, 0 %, 46068 MiB, 45080 MiB
2023/12/12 09:09:53.711, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:09:53.712, NVIDIA A40, 00000000:41:00.0, 545.23.08, 37, 1 %, 1 %, 46068 MiB, 35101 MiB
2023/12/12 09:09:53.712, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 89 %, 67 %, 46068 MiB, 8757 MiB
2023/12/12 09:09:53.713, NVIDIA A40, 00000000:81:00.0, 545.23.08, 37, 1 %, 0 %, 46068 MiB, 35169 MiB
2023/12/12 09:09:53.713, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:09:53.714, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:09:53.714, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 64, 100 %, 39 %, 46068 MiB, 8294 MiB
2023/12/12 09:10:53.716, NVIDIA A40, 00000000:01:00.0, 545.23.08, 31, 12 %, 0 %, 46068 MiB, 45084 MiB
2023/12/12 09:10:53.716, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:10:53.717, NVIDIA A40, 00000000:41:00.0, 545.23.08, 39, 2 %, 1 %, 46068 MiB, 35101 MiB
2023/12/12 09:10:53.718, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 100 %, 88 %, 46068 MiB, 8757 MiB
2023/12/12 09:10:53.718, NVIDIA A40, 00000000:81:00.0, 545.23.08, 38, 27 %, 19 %, 46068 MiB, 35169 MiB
2023/12/12 09:10:53.719, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:10:53.719, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:10:53.720, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 64, 97 %, 35 %, 46068 MiB, 8294 MiB
2023/12/12 09:11:53.721, NVIDIA A40, 00000000:01:00.0, 545.23.08, 30, 5 %, 1 %, 46068 MiB, 45084 MiB
2023/12/12 09:11:53.723, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:11:53.724, NVIDIA A40, 00000000:41:00.0, 545.23.08, 37, 10 %, 5 %, 46068 MiB, 35101 MiB
2023/12/12 09:11:53.724, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 91 %, 79 %, 46068 MiB, 8757 MiB
2023/12/12 09:11:53.725, NVIDIA A40, 00000000:81:00.0, 545.23.08, 38, 37 %, 26 %, 46068 MiB, 35169 MiB
2023/12/12 09:11:53.725, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:11:53.728, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:11:53.729, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 65, 100 %, 42 %, 46068 MiB, 8294 MiB
2023/12/12 09:12:53.731, NVIDIA A40, 00000000:01:00.0, 545.23.08, 31, 0 %, 0 %, 46068 MiB, 45086 MiB
2023/12/12 09:12:53.731, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:12:53.732, NVIDIA A40, 00000000:41:00.0, 545.23.08, 37, 4 %, 1 %, 46068 MiB, 35101 MiB
2023/12/12 09:12:53.732, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 93 %, 82 %, 46068 MiB, 8757 MiB
2023/12/12 09:12:53.733, NVIDIA A40, 00000000:81:00.0, 545.23.08, 38, 1 %, 1 %, 46068 MiB, 35169 MiB
2023/12/12 09:12:53.733, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:12:53.734, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:12:53.735, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 65, 100 %, 52 %, 46068 MiB, 8294 MiB
2023/12/12 09:13:53.736, NVIDIA A40, 00000000:01:00.0, 545.23.08, 31, 10 %, 0 %, 46068 MiB, 45086 MiB
2023/12/12 09:13:53.736, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 09:13:53.737, NVIDIA A40, 00000000:41:00.0, 545.23.08, 39, 42 %, 30 %, 46068 MiB, 35101 MiB
